"GiftId","TripId"
51560,1
88027,1
9093,1
68927,1
90949,1
96135,1
31732,1
97727,1
44698,1
49281,1
82445,1
87562,1
87306,1
41784,1
41398,1
42478,1
26949,1
90746,1
71077,1
21641,1
27507,1
44197,1
99316,1
27977,1
12657,1
78516,1
83461,1
21547,1
16246,1
46597,1
78661,1
64717,1
2924,1
71685,1
31043,1
202,1
2584,1
48032,1
59939,1
31380,1
24320,1
64190,1
87304,1
99340,1
75900,1
24899,1
52203,1
4716,1
76,1
30566,1
11666,1
2036,1
86674,1
67285,1
7011,1
20844,1
33408,1
34682,1
91368,1
95184,1
35681,1
34227,1
57735,1
6429,1
74449,1
4947,1
843,1
92683,1
72193,1
9619,1
30357,1
96170,1
60453,1
81783,1
30623,1
16207,1
15500,1
5095,2
29877,2
36717,2
81139,2
51197,2
66615,2
43616,2
2824,2
9305,2
38165,2
47821,2
94222,2
48677,2
56216,2
1452,2
220,2
85117,2
55153,2
14019,2
74314,2
47145,2
58471,2
17933,2
86000,2
56765,2
61966,2
57415,2
85072,2
91031,2
41037,2
64972,2
14277,2
43029,2
56771,2
31964,2
29431,2
35888,2
13039,2
91091,2
4492,2
70144,2
26086,2
55143,2
41404,2
36070,2
40408,2
48011,2
60741,2
69179,2
41257,2
49362,2
62318,2
64067,2
10755,2
91271,2
82971,2
30637,2
65740,2
9765,2
31373,2
26962,2
9251,2
46516,2
99013,2
7851,2
48204,2
38333,2
7200,2
42485,2
19012,2
66199,2
20555,2
97012,2
82276,2
78447,2
69886,2
47256,2
86907,2
34792,3
33382,3
50429,3
72689,3
58064,3
78329,3
72234,3
14278,3
76247,3
12808,3
72048,3
96412,3
96199,3
98382,3
9771,3
59357,3
68365,3
84563,3
23227,3
27971,3
47567,3
47107,3
11007,3
64065,3
62100,3
15960,3
15034,3
32927,3
33202,3
13801,3
798,3
98894,3
73777,3
53217,3
48844,3
60591,3
70968,3
69613,3
60349,3
54010,3
87962,3
41801,3
93574,3
51206,3
34851,3
59877,3
21734,3
88705,3
55725,3
42053,3
55293,3
57681,3
89872,3
41524,3
2377,3
84673,3
97029,3
20184,3
21033,3
48242,3
24302,3
17939,3
85567,3
29852,3
15710,3
26666,3
28154,3
10457,3
92307,3
94163,3
15347,3
44254,3
37291,4
85442,4
97858,4
93817,4
78963,4
82110,4
71065,4
43649,4
44870,4
14369,4
76890,4
95464,4
9124,4
21450,4
19968,4
8501,4
24597,4
88229,4
75125,4
99719,4
15227,4
82823,4
87938,4
93214,4
15722,4
59950,4
19950,4
51708,4
58612,4
93277,4
14522,4
12683,4
23273,4
96588,4
23367,4
65051,4
60800,4
84832,4
12839,4
11697,4
57340,4
19588,4
95199,4
79668,4
69843,4
48886,4
13870,4
83725,4
49420,4
35632,4
87231,4
78958,4
20349,4
31035,4
21432,4
30284,4
60842,4
70288,4
97777,4
795,4
98318,4
26351,4
55433,4
94257,4
88936,4
78775,4
2545,4
12301,4
25090,4
94016,4
44057,4
93596,4
17279,4
23245,4
24761,4
10044,4
88180,4
59714,4
69548,4
46647,4
95891,5
49473,5
4188,5
56150,5
68312,5
14859,5
72775,5
19947,5
47484,5
14612,5
30617,5
13245,5
77069,5
15680,5
38790,5
28875,5
70807,5
33413,5
26300,5
49582,5
92707,5
17359,5
36144,5
77297,5
687,5
87957,5
78763,5
74073,5
83274,5
54702,5
10459,5
22912,5
83463,5
66762,5
84038,5
32048,5
86855,5
24490,5
64716,5
74173,5
41593,5
6408,5
87610,5
4728,5
50049,5
45138,5
67013,5
47425,5
6438,5
54001,5
43974,5
65322,5
33123,5
10130,5
24665,5
57137,5
3273,5
57126,5
60333,5
64123,5
16761,5
50567,5
96803,5
45663,5
91081,5
52167,5
11171,5
77753,5
90374,5
92484,5
7939,5
75530,5
92816,5
81945,5
39039,5
33158,5
56013,5
26057,5
16226,5
756,6
8184,6
39243,6
62743,6
23098,6
95708,6
67325,6
79760,6
72175,6
81287,6
77899,6
63258,6
16718,6
25969,6
70334,6
82864,6
85054,6
42961,6
8207,6
32826,6
93068,6
52520,6
44682,6
39252,6
404,6
24336,6
8997,6
57132,6
91206,6
47837,6
47935,6
98068,6
6968,6
58441,6
60911,6
13127,6
73370,6
39264,6
57063,6
12050,6
7864,6
31652,6
29618,6
62626,6
92476,6
13762,6
18429,6
335,6
16766,6
34130,6
11785,6
61522,6
817,6
42465,6
88077,6
87416,6
56395,6
92790,6
85046,6
1439,6
81387,6
52449,7
87755,7
24194,7
83357,7
16978,7
75487,7
31545,7
65863,7
71951,7
69707,7
94648,7
68382,7
15940,7
62822,7
33471,7
37676,7
79055,7
60403,7
77904,7
48863,7
10939,7
46414,7
68984,7
33619,7
37709,7
34664,7
74846,7
33107,7
48700,7
30183,7
40735,7
12327,7
38274,7
54504,7
92196,7
73248,7
97033,7
32762,7
23037,7
41353,7
19685,7
38681,7
81778,7
76865,7
28051,7
23497,7
50840,7
75091,7
60571,7
81609,7
84143,7
4867,7
833,7
3517,7
5503,7
3959,7
36547,7
17375,7
79324,7
32252,7
17067,7
10396,7
35117,7
80600,7
28871,7
21016,7
48105,7
95322,7
54254,7
13009,7
50494,7
68094,7
40461,7
21123,7
99526,7
63640,7
98828,7
77290,7
78016,7
52454,7
70381,7
78966,7
96539,7
43042,7
66457,7
14532,7
68493,7
76614,7
92859,7
54703,7
88766,7
52726,8
22429,8
82189,8
20823,8
54502,8
25679,8
29928,8
98193,8
92197,8
8833,8
59807,8
48225,8
54374,8
16831,8
85348,8
9995,8
55321,8
5093,8
10142,8
55860,8
70893,8
12714,8
92030,8
54618,8
22545,8
50803,8
29001,8
19150,8
888,8
93314,8
86342,8
81100,8
71051,8
88313,8
89526,8
35324,8
10640,8
98105,8
62473,8
10709,8
50316,8
29358,8
73027,8
36389,8
31886,8
1357,8
54897,8
3978,8
62976,8
75955,8
17206,8
5098,8
94168,8
27699,8
50075,8
13625,8
72312,8
946,8
11441,8
8424,8
97781,8
59307,8
54284,8
6432,8
51406,8
17728,8
92851,8
61868,8
97389,8
23035,8
31741,8
76869,8
24512,8
41305,8
84794,8
65497,8
73209,8
85269,8
98903,8
11672,8
17891,8
15914,8
47822,8
49692,8
49562,8
72138,8
59000,8
68435,8
50054,9
88014,9
87472,9
35870,9
36236,9
14636,9
18216,9
49918,9
93872,9
17011,9
38279,9
59825,9
50343,9
54419,9
83794,9
87687,9
11895,9
29006,9
5869,9
54583,9
88618,9
9931,9
67421,9
63815,9
72915,9
90773,9
64062,9
34325,9
84268,9
81172,9
40759,9
65472,9
92822,9
86529,9
72217,9
32956,9
49156,9
85418,9
2266,9
95890,9
19668,9
81607,9
25461,9
17181,9
28744,9
90611,9
39971,9
38672,9
97000,9
11967,9
86978,9
39883,9
5635,9
66142,9
74255,9
81226,9
78768,9
91562,9
38247,9
20157,9
76777,10
54150,10
57763,10
22068,10
72468,10
74767,10
89215,10
85859,10
32247,10
50812,10
66501,10
45004,10
23823,10
29373,10
87392,10
58755,10
29687,10
11427,10
75135,10
40414,10
61436,10
31096,10
26488,10
93996,10
45694,10
79890,10
13390,10
64592,10
8798,10
13876,10
55302,10
29648,10
30849,10
19925,10
19200,10
2058,10
9096,10
33305,10
53630,10
59629,10
42727,10
42692,10
19539,10
12002,10
27447,10
27048,10
75448,10
97466,10
10771,10
99412,10
61297,10
84074,10
8221,10
12337,10
48150,10
33899,10
34713,10
39720,10
82995,10
34649,10
36782,10
67565,10
15548,10
46903,10
8165,10
94539,10
88750,10
43522,10
79655,10
39978,10
79708,11
9659,11
24538,11
3638,11
98692,11
44697,11
15173,11
48015,11
8350,11
99598,11
11731,11
22585,11
64500,11
69221,11
94980,11
40615,11
80411,11
88904,11
55203,11
45899,11
12066,11
19227,11
66902,11
12630,11
20067,11
66804,11
11537,11
68030,11
42092,11
58251,11
48843,11
31028,11
11930,11
67076,11
30178,11
66523,11
88629,11
62467,11
45257,11
59132,11
49353,11
50527,11
4561,11
61788,11
64743,11
55937,11
22730,11
203,11
85085,11
70046,11
58060,11
12082,11
74383,11
81406,11
95815,11
99544,11
28541,11
36978,11
24051,11
98180,11
29789,11
32990,11
69170,11
71795,11
17753,12
98901,12
19525,12
89832,12
33844,12
81632,12
62881,12
53590,12
12129,12
30575,12
3766,12
78721,12
70178,12
57794,12
64044,12
39182,12
17509,12
70133,12
95205,12
34735,12
59602,12
20611,12
13213,12
17113,12
98515,12
51551,12
40269,12
16283,12
340,12
60880,12
19901,12
40616,12
51462,12
53905,12
70395,12
85544,12
31189,12
50096,12
82617,12
75036,12
20749,12
87095,12
73235,12
90303,12
9481,12
65250,12
5961,12
48137,12
69551,12
73948,12
73995,12
9436,12
61233,12
39389,12
47178,12
75593,12
62080,12
9711,12
78212,12
77509,12
28116,12
3159,12
65820,12
99254,12
39517,12
86850,12
2614,12
26068,12
68207,12
67758,12
66518,12
92132,12
79550,12
48423,12
12472,12
23881,12
43961,12
90827,12
23726,12
49102,12
89496,13
88679,13
23700,13
23118,13
86934,13
19211,13
69298,13
5120,13
14023,13
91798,13
69485,13
20961,13
18298,13
32131,13
13263,13
65519,13
65885,13
56160,13
18908,13
1916,13
15541,13
70249,13
19865,13
46818,13
69190,13
89816,13
66986,13
23137,13
2226,13
20549,13
23381,13
6475,13
29861,13
58415,13
71624,13
66266,13
63627,13
12266,13
35433,13
46531,13
99980,13
43752,13
89746,13
21449,13
71855,13
25443,13
91813,13
84740,13
85637,13
22567,13
93049,13
53220,13
22940,13
19309,13
30239,13
6688,13
69649,13
62668,13
49583,13
65943,13
52396,13
68511,13
44403,13
55821,13
3521,13
32589,13
27674,13
51439,13
94718,13
72046,14
50923,14
13064,14
31933,14
87008,14
82175,14
96355,14
84082,14
96280,14
10007,14
83243,14
92334,14
35949,14
70817,14
83002,14
9005,14
4192,14
3928,14
695,14
15973,14
