"GiftId","TripId"
66128,1
90431,1
60369,1
37147,1
69572,1
21808,1
14647,1
23554,1
81895,1
98527,1
80194,1
10033,1
92459,1
28139,1
7867,1
1264,1
86437,1
73630,1
87423,1
93025,1
83903,1
14726,1
46746,1
96233,1
73601,1
33000,1
46687,1
20120,1
74991,1
31341,1
82724,1
91870,1
49676,1
87545,1
39597,1
99183,1
71095,1
80107,1
60161,1
27024,1
59903,1
1148,1
51594,1
20030,1
79490,1
23904,1
65463,1
61256,1
20092,1
9406,1
70371,1
36655,1
71376,1
23531,1
10217,1
77527,1
43025,1
39168,1
53748,1
8471,1
54171,1
31594,1
65177,1
32850,1
5712,1
37142,1
33551,1
23204,1
14068,1
41649,1
2407,1
97516,1
54697,1
12455,1
78833,1
61570,1
69169,1
4151,1
57448,1
51719,1
77372,2
68230,2
8605,2
22628,2
15129,2
15933,2
72537,2
63277,2
24309,2
83875,2
25197,2
5891,2
51134,2
38392,2
49424,2
1277,2
74945,2
37246,2
44714,2
87928,2
89667,2
50185,2
67071,2
41178,2
95444,2
84407,2
6423,2
24671,2
76960,2
61608,2
35536,2
62834,2
69504,2
30906,2
87946,2
86936,2
97441,2
3319,2
62435,2
15968,2
49231,2
18462,2
86684,2
98298,2
13686,2
78740,2
58170,2
5887,2
24585,2
72881,2
82176,2
48735,2
86717,2
3374,2
7856,2
94010,2
22174,2
49287,2
1562,2
52381,3
14357,3
55661,3
9127,3
6008,3
34414,3
43279,3
80398,3
22512,3
80241,3
94730,3
89893,3
49657,3
25731,3
54108,3
13988,3
8257,3
51935,3
55310,3
65386,3
8861,3
2410,3
63510,3
33492,3
72098,3
19720,3
88138,3
9755,3
74561,3
75869,3
9760,3
31957,3
94100,3
74798,3
33526,3
81853,3
68421,3
46710,3
82858,3
50797,3
36759,3
34161,3
50476,3
89030,3
54582,3
94731,3
95595,3
16981,3
70435,3
32957,3
97066,3
5027,3
48545,3
63378,3
47216,3
32770,3
25574,3
79234,3
84813,3
79777,3
99800,3
7219,3
1433,3
5588,3
80013,3
22896,3
42128,3
46996,3
91468,3
74614,3
44797,3
40138,3
52593,3
61954,3
83921,3
62703,3
12284,3
47210,3
64825,4
11483,4
90979,4
34927,4
83884,4
29523,4
33921,4
2027,4
91049,4
84023,4
76926,4
66347,4
75550,4
76679,4
23964,4
17029,4
15371,4
12745,4
32822,4
36938,4
38596,4
85524,4
17108,4
92875,4
83401,4
6230,4
70730,4
54679,4
4800,4
15637,4
35905,4
6746,4
27764,4
59616,4
69846,4
30446,4
49471,4
7134,4
93906,4
65260,4
92557,4
95182,4
86962,4
53441,4
67444,4
18906,4
45906,4
95477,4
10491,4
20121,4
45224,4
9761,4
41996,4
27596,4
26242,4
96086,4
94856,4
35230,4
925,4
80089,4
28289,4
11694,4
64207,4
41475,4
11763,4
42464,4
21018,4
57835,4
68261,4
62723,4
50544,4
61446,4
45037,4
80940,4
48669,4
72479,4
98019,4
21630,4
34833,5
38662,5
86180,5
22392,5
28321,5
56035,5
31980,5
20080,5
69929,5
99455,5
1340,5
90804,5
83521,5
60865,5
85539,5
82756,5
7099,5
76208,5
28893,5
90956,5
56740,5
19960,5
12202,5
76181,5
61455,5
17970,5
95771,5
79827,5
40403,5
1785,5
75198,5
67005,5
30434,5
99370,5
58424,5
18866,5
89119,5
4410,5
51533,5
73452,5
64551,5
35787,5
29970,5
63151,5
48351,5
74970,5
38926,5
17977,5
28845,5
40541,5
75815,5
56028,5
57331,5
38452,5
5227,5
70427,5
75292,5
84225,5
33270,5
85523,5
46441,5
46200,5
71761,5
14237,5
60234,5
68487,5
6739,5
89309,5
42457,5
63221,5
20154,5
600,6
84606,6
25076,6
43246,6
38035,6
47790,6
49423,6
55854,6
89995,6
9640,6
88925,6
62243,6
4992,6
4112,6
49867,6
98166,6
41191,6
75410,6
20451,6
51898,6
90379,6
99678,6
46584,6
62805,6
991,6
43544,6
36188,6
99700,6
71367,6
85985,6
60118,6
3883,6
28192,6
21071,6
50806,6
41363,6
8457,6
14398,6
26973,6
29851,6
38199,6
45982,6
15956,6
94426,6
49099,6
79586,6
39888,6
88958,6
54547,6
78971,6
30996,6
73262,6
42986,6
32779,6
8426,6
39162,6
81409,6
91756,6
84624,6
25650,6
27690,6
4213,6
63266,6
29999,6
13808,6
3905,6
12673,6
5509,6
44167,6
24580,6
21420,6
65901,7
48723,7
31826,7
31650,7
6103,7
46619,7
23537,7
72399,7
16228,7
47811,7
80818,7
53974,7
42305,7
97973,7
26115,7
63118,7
87760,7
79406,7
13736,7
69796,7
70357,7
58087,7
63251,7
51828,7
81960,7
88948,7
24574,7
11177,7
94808,7
85702,7
10427,7
84439,7
11513,7
28926,7
1513,7
12241,7
58463,7
39895,7
69943,7
12014,7
4218,7
64839,7
14120,7
16874,7
98743,7
76479,7
22232,7
83808,7
95172,7
52934,7
3975,7
34027,7
71845,7
47390,7
70195,7
53326,7
43002,7
48967,7
18282,7
3797,7
90692,7
91908,7
24809,7
70434,7
33787,7
91669,8
43358,8
13305,8
5600,8
84588,8
46231,8
23929,8
24530,8
6152,8
81940,8
42394,8
18602,8
14601,8
94537,8
55330,8
35635,8
83036,8
97648,8
55328,8
53191,8
24151,8
66961,8
37539,8
14206,8
30984,8
82841,8
4848,8
83826,8
79380,8
33412,8
41347,8
78585,8
14621,8
83374,8
83871,8
54609,8
21806,8
13819,8
72982,8
60048,8
91496,8
42693,8
98521,8
31879,8
72912,8
47868,8
38773,8
44142,8
5556,8
80720,8
37128,8
89936,8
66008,8
35388,8
13636,8
44960,8
48879,8
76950,8
27015,8
53556,8
12222,8
44906,8
41747,8
25625,8
39627,8
33296,8
66506,8
22183,8
33540,8
42162,8
41689,8
54091,8
95287,8
88033,8
26201,8
16108,8
13985,8
80263,8
87112,8
98047,8
27735,8
72970,8
3971,8
7155,8
39941,9
99307,9
34138,9
87276,9
4617,9
95684,9
69173,9
80943,9
53966,9
44936,9
86367,9
61541,9
66117,9
9492,9
33335,9
6349,9
50822,9
11937,9
66624,9
45499,9
45851,9
4325,9
54722,9
43160,9
40365,9
15359,9
44954,9
99169,9
42706,9
32022,9
77071,9
87503,9
18806,9
33893,9
11761,9
51693,9
89543,9
76902,9
64700,9
40356,9
20351,9
48915,9
15083,9
89203,9
17134,9
68018,9
95128,9
45099,9
79487,9
57602,9
40410,9
63695,9
75285,9
80351,9
64596,9
9954,9
28261,9
77195,9
1391,9
62502,10
23435,10
37016,10
62430,10
16225,10
88004,10
53942,10
23230,10
63778,10
57010,10
60415,10
91636,10
9938,10
98551,10
83170,10
12596,10
88339,10
23271,10
90091,10
60819,10
30303,10
48218,10
86802,10
81257,10
40712,10
72935,10
33658,10
68902,10
65750,10
68448,10
89319,10
3946,10
12252,10
36931,10
59394,10
80867,10
37400,10
46296,10
40686,10
38589,10
9827,10
59422,10
79119,10
46221,10
2103,10
23658,10
93394,10
9138,10
44062,10
35320,10
5110,10
78291,10
79546,10
271,10
56037,10
42614,10
13240,10
13841,10
6334,10
15777,10
55520,10
84485,10
59205,10
51549,10
89148,10
34977,10
78012,10
23521,10
39337,10
57077,10
85689,10
62622,10
12829,10
56576,10
29614,10
14179,10
47619,10
6212,10
9713,10
30939,10
50122,10
63062,10
68102,10
66851,10
23285,10
2972,10
36319,11
66931,11
51798,11
95137,11
46837,11
70187,11
26995,11
31533,11
91414,11
24159,11
59520,11
73202,11
74136,11
64176,11
31134,11
76592,11
15625,11
49408,11
20675,11
92515,11
18813,11
96320,11
74604,11
96117,11
90210,11
81923,11
2742,11
85614,11
94032,11
4247,11
56713,11
75523,11
1526,11
59847,11
54403,11
97646,11
12797,11
93905,11
34218,11
23380,11
20334,11
32122,11
26869,11
64129,11
395,11
59284,11
73008,11
69914,11
95860,11
96376,11
38352,11
4834,11
7080,11
15636,11
89443,11
43129,11
59038,11
23645,11
47209,11
36739,11
50723,11
80697,11
73142,11
13026,11
36868,12
20400,12
72470,12
45611,12
33694,12
41057,12
20353,12
6690,12
996,12
79339,12
56644,12
77004,12
69642,12
80589,12
24064,12
14430,12
99105,12
71799,12
31818,12
99076,12
92069,12
66386,12
18379,12
43334,12
44210,12
38284,12
49273,12
69926,12
47185,12
95548,12
93250,12
14717,12
82915,12
5119,12
96287,12
47290,12
94054,12
33060,12
26439,12
80441,12
34012,12
15343,12
32043,12
14918,12
15675,12
37017,12
17658,12
59275,12
76880,12
91154,12
87479,12
75349,12
45082,12
83059,12
25002,12
96704,12
18067,12
347,12
70635,12
73484,12
20898,12
169,12
15391,12
61379,12
12572,12
39919,12
19059,12
14294,12
59601,12
43862,12
67735,12
86221,12
67622,12
7389,12
64047,12
31368,12
93340,12
14794,12
86541,12
49087,12
89665,12
3138,13
34034,13
24077,13
58200,13
63674,13
83517,13
2563,13
81584,13
89734,13
53921,13
99457,13
9855,13
70955,13
4042,13
90017,13
24044,13
32870,13
28174,13
56974,13
74365,13
90384,13
28529,13
69781,13
4312,13
46544,13
79769,13
41662,13
92474,13
18416,13
69089,13
7021,13
23909,13
98648,13
11048,13
1982,13
59482,13
7937,13
12278,13
70734,13
88058,13
35906,13
49228,13
49922,13
48104,13
61272,13
6882,13
40835,13
14385,13
31919,13
90332,13
59428,13
65577,13
43717,13
65932,13
57672,13
77091,13
53929,13
99707,13
12008,13
25928,13
73605,13
47134,13
57429,13
17433,13
39798,13
5490,13
62256,13
92152,13
65777,13
27783,13
6519,13
52370,13
22264,14
8762,14
92694,14
46038,14
2337,14
61880,14
82114,14
37924,14
30744,14
35675,14
9147,14
39678,14
64064,14
18432,14
22642,14
9842,14
7168,14
3141,14
961,14
76329,14
18197,14
57629,14
59904,14
29304,14
46573,14
99869,14
72840,14
39380,14
38433,14
32386,14
9504,14
62875,14
10487,14
715,14
36219,14
52404,14
86298,14
17673,14
98675,14
92988,14
74916,14
69967,14
37840,14
71896,14
58600,14
28828,14
7126,14
8857,14
1936,14
3204,14
23838,14
79654,14
644,14
49733,14
54931,14
65738,14
92086,14
28496,14
75661,14
57987,14
65045,14
71914,14
86870,14
41925,14
90599,14
37729,14
59693,14
70826,14
10547,15
14787,15
47628,15
86688,15
73257,15
92497,15
90075,15
93815,15
44436,15
85741,15
44247,15
73909,15
84765,15
30439,15
61663,15
72309,15
42779,15
38747,15
30988,15
26142,15
74241,15
77705,15
43221,15
9031,15
64347,15
29963,15
70496,15
84800,15
78439,15
88128,15
26198,15
6540,15
48282,15
40944,15
77672,15
66047,15
46874,15
30583,15
69337,15
64271,15
69686,15
41145,15
84724,15
96301,15
45937,15
18795,15
84234,15
32052,15
755,15
51147,15
75100,15
52668,15
97424,15
76333,15
56140,15
96314,15
11192,15
70719,15
26161,15
42090,15
75742,15
42138,15
45159,15
81149,15
72916,15
91347,15
28238,15
87478,15
36981,15
25506,15
56205,15
58421,15
74990,15
46590,15
17063,15
2498,15
83746,15
96113,15
89993,15
15327,15
54445,15
32948,16
55636,16
49672,16
43249,16
15229,16
8794,16
12604,16
29791,16
11772,16
68548,16
78142,16
99831,16
64856,16
81670,16
62324,16
67791,16
99741,16
82167,16
26457,16
1552,16
11299,16
45044,16
95841,16
99384,16
13931,16
15043,16
92855,16
93328,16
87544,16
35587,16
52807,16
95756,16
90645,16
39343,16
37193,16
57637,16
31535,16
55189,16
62247,16
76907,16
49405,16
18407,16
